skill_level,cooking_time,prep_time,serves,carbohydrate,kcal,protein,salt,saturatedfat,fat,sugar,ingredients
Easy,2400,2700,12,43,478,6,0.6,12,30,28,sunflower oil self-raising flour cocoa powder baking powder bicarbonate of soda golden caster sugar golden syrup egg milk double cream butter dark chocolate raspberry jam milk chocolate butter digestive biscuit sprinkle
Easy,0,900,0,54,351,12,2.08,6,11,10,butter onion cornmeal plain flour sugar baking powder salt buttermilk egg
Easy,1200,300,4,5,218,34,0.37,4,7,0,chicken breast garlic breadcrumb
Easy,4800,600,6,38,479,4,0.1,5,34,2,potato olive oil polenta
Easy,2700,600,4,73,675,51,1.3,8,24,9,onion celery minced beef chilli tomato tomato pur̩e kidney bean chicken stock penne yogurt egg Red Leicester garlic clove
Easy,900,600,2,20,473,35,0.5,5,28,18,salmon fillet agave syrup seed satsuma olive oil red wine vinegar watercress beetroot
Easy,300,600,0,0.4,229,8,1,13,22,0.3,extra mature cheddar cheese butter ale wholegrain mustard thyme sprig
Easy,0,600,4,31.3,462,9.2,0.8,21.4,33.2,30.9,amaretti biscuit soft cheese golden caster sugar vanilla extract caramel
Easy,300,1200,6,21,374,26,0.4,4,21,11,squid lime extra virgin olive oil garlic clove peppercorn red onion mango red chilli black bean avocado coriander extra virgin olive oil
Easy,600,300,4,25,128,3,0.14,1,2,3,Jersey Royal potato horseradish cr̬me frąche radish chive
Easy,2100,1800,0,79,405,10,0.6,2,5,41,porridge oat butter plain flour wholemeal flour caster sugar bicarbonate of soda mixed spice raisin sultana date mixed peel buttermilk demerara sugar
Easy,600,600,2,69,732,22,0.9,9,38,13,bulgur wheat Brussels sprouts beetroot red onion cherry tomato parsley buttermilk mayonnaise white wine vinegar blue cheese
Easy,3300,1800,6,71,537,7,0.5,15,25,42,apple plum sugar fig blackberry ice cream plain flour wholemeal flour butter brown sugar
Easy,900,900,4,79,390,16,0.04,1,4,4,garlic clove lemon parsley broccoli pasta olive oil courgette
A challenge,600,1800,4,2,796,33,0.6,11,73,1,tea rice brown sugar salmon fillet olive oil cucumber radish rocket red wine vinegar egg yolk Dijon mustard olive oil lemon juice herb
Easy,1800,1200,6,51,235,,0.3,,,51,vanilla pod red wine caster sugar cinnamon stick thyme pear
Easy,1200,1500,0,62,363,9,0.62,5,8,25,strong white flour fast-action yeast golden caster sugar milk egg unsalted butter oil butter currant sultana mixed spice caster sugar caster sugar
More effort,1200,900,4,50,476,36,3,3,13,8,rice noodle sesame oil egg vegetable oil garlic clove ginger red chilli red pepper beansprout spring onion turkey ham curry powder turmeric soy sauce dry sherry sugar coriander
Easy,0,600,1,,381,22,0.86,10,33,0,spring onion coriander egg sunflower oil red chilli cheddar
Easy,2100,900,4,49,255,7,0.63,1,4,5,spelt porcini olive oil onion garlic clove mushroom white wine vegetable stock cr̬me frąche chive parmesan
Easy,300,300,0,46,347,5,1.5,2,15,1,capers anchovies garlic clove lemon herbs olive oil gnocchi
Easy,1200,600,2,39,304,15,0.5,2,9,10,basmati rice fresh thyme celery large eggs vegetable bouillon lemon red onion parsley pomegranate
Easy,300,600,8,,344,10,1.11,20,34,0,crabmeat cayenne pepper lemon butter parsley
Easy,6000,600,4,15,629,48,0.44,11,42,12,chicken rosemary olive oil red onion balsamic vinegar honey
Easy,6600,600,6,3,641,73,0.42,17,36,2,garlic clove rosemary peppercorn juniper berry olive oil lamb white wine
More effort,6600,3600,8,33,705,13,0.8,30,57,6,plain flour hazelnuts butter egg yolk water butter sage oil butternut squash chilli flakes double cream milk egg nutmeg feta
Easy,0,300,4,37,355,20,2.68,5,15,13,chipolata bean chopped tomato basil oregano sugar
Easy,300,900,4,40,338,16,2.1,,11,7,raw veggies white wine vinegar golden caster sugar French baguette hummus tempeh coriander mint hot sauce
Easy,360,600,0,11,46,0.1,,,,11,golden caster sugar lemon blackcurrant
Easy,600,300,6,39,222,8,0.8,,,1,basmati rice black bean
Easy,0,900,4,4,126,2,,2,12,3,red chilli ginger lime olive oil cucumber rocket coriander mint
Easy,1800,1200,12,,,,,,,0,coffee butter pine nut milk self-raising flour golden caster sugar bicarbonate of soda egg buttermilk raspberry
Easy,420,300,1,12,425,33,3.1,10,25,9,coconut milk Thai green curry paste king prawn spring onions coconut oil pak choi red pepper basmati rice greens
Easy,900,300,4,46,303,8,1.62,1,11,3,rice pepper fajita seasoning black-eyed bean lime coriander
Easy,4800,2700,0,70,442,5,0.8,10,16,50,butter dark muscovado sugar black treacle ginger milk large egg plain flour bicarbonate of soda ground ginger stem ginger lime lime lime icing sugar sugar
Easy,600,1200,8,46,321,4,0.28,9,15,36,dark chocolate ice-cream cone single cream fudge ice cream
Easy,4200,600,4,19,557,21,2.2,20,43,12,vegetable oil butter onion maple-cured bacon Crown Prince pumpkin chicken stock double cream pumpkin seed maple syrup
Easy,720,1800,0,29,166,1,0.1,3,5,22,plain flour butter icing sugar vanilla extract egg yolk icing food colouring icing sugar food colouring decoration cutter cutter
Easy,900,900,4,22,249,30,0.64,1,5,10,cod green chilli mango ground cumin root ginger mint mango chutney lime white bread garam masala turmeric olive oil
Easy,1800,600,0,28,201,4,0.3,5,8,14,dried apricot butter brown sugar condensed milk oats self-raising flour
Easy,600,1500,8,34,335,14,2,8,15,8,couscous orange lemon olive oil harissa ground cinnamon ground coriander red onion feta cheese mint coriander baby spinach
More effort,3000,2400,4,76,808,51,3.6,14,32,6,potato smoked salmon lemon Worcestershire sauce double cream prawn dill sprig tomato cayenne pepper flour butter lard egg yolk
Easy,720,900,0,15,96,2,0.17,2,4,5,softened butter caster sugar bicarbonate of soda golden syrup egg yolk plain flour ground cinnamon ginger
More effort,4500,1200,4,64,700,34,4.1,12,33,21,dill parsley baguette medjool dates chorizo pancetta onion olive oil garlic clove tomato
Easy,900,1800,0,48,365,21,2.85,5,10,7,plain flour plain flour bicarbonate of soda dill unsalted butter milk poppy seed smoked salmon caster sugar rice wine vinegar cucumber red onion red chilli
More effort,2700,2100,6,38,348,14,1.4,9,15,1,butter white bread mix cheddar parmesan garlic clove parsley
Easy,0,180,1,12,168,9,0.3,6,9,11,ground espresso milk drinking chocolate cup
Easy,720,300,4,90,671,29,1.9,8,17,4,bean chipotle coriander Red Leicester flour tortilla
Easy,900,300,2,43,422,20,2.3,4,18,5,vegetable oil egg spring onion green chilli ginger garlic clove spring greens rice soy sauce sesame seeds
Easy,0,600,0,,92,,0.3,6,10,0,unsalted butter sea salt wild garlic leaf
Easy,600,300,2,33,334,19,0.2,5,13,6,harissa Greek yogurt almonds lentils spinach
Easy,1800,1200,0,52,408,5,1.33,13,21,37,self-raising flour light muscovado sugar mixed spice bicarbonate of soda sultana salt egg butter orange orange juice butternut squash soft cheese butter icing sugar orange
Easy,2700,1200,10,80,601,8,0.5,17,30,49,butter caster sugar egg polenta flour baking powder orange orange juice caster sugar
Easy,1500,1200,8,49,289,7,0.56,3,9,8,blackberry can peach slices in fruit juice caster sugar ground cinnamon lemon juice polenta plain flour baking powder butter caster sugar hazelnut milk
Easy,2100,300,4,33,607,34,1.9,19,37,7,meatball cherry tomato focaccia mozzarella basil
Easy,1200,300,0,2,15,0.6,0.02,0.1,0.3,1,butter coriander red split lentils carrot yogurt
Easy,600,1500,4,36,204,8,0.7,1,2,9,cumin seed sourdough bread tomato garlic clove red pepper sherry vinegar egg serrano ham parsley extra virgin olive oil
Easy,0,0,4,13,804,31,5.11,22,70,0,pancetta mushroom garlic clove red wine vinegar extra-virgin olive oil chickpea spinach cheese
Easy,600,600,4,20,339,42,0.53,3,11,3,egg white parmesan chicken breast new potato frozen pea baby spinach white wine vinegar olive oil
Easy,3600,900,6,44,291,4,0.5,1,10,2,Maris Piper potatoes vegetable oil
Easy,1500,600,4,,,,,,,0,rosemary onion garlic clove new potato olive oil chicken cherry tomato dry white wine chicken stock olive basil
Easy,2700,900,4,31,409,18,1,3,21,6,broccoli olive oil almonds red peppers sourdough bread olive oil sherry vinegar red chilli smoked paprika garlic clove
Easy,1500,300,2,101,714,23,2.1,10,27,5,new potato olive oil rosemary pizza base brie
Easy,1200,900,4,1,523,41,0.66,15,39,0,salmon fillet butter flaked almond parsley gruy̬re
Easy,1800,1800,6,15,175,6,0.68,16,11,5,butter streaky bacon onion leek potato vegetable stock single cream streaky bacon
Easy,1800,1200,0,18,168,3,0.6,5,9,7,butter golden granulated sugar croissant dough
Easy,1800,900,4,63,410,23,1.47,2,9,12,white fish egg cornflake sweet potato olive oil bun mixed salad leaves lemon mayonnaise gherkin caper
Easy,1500,300,2,22,309,5,1.1,13,23,5,butter onion corn sugar nutmeg
More effort,600,2700,0,17,91,1,0.1,14,2,14,butter plain flour baking powder ground cinnamon ground nutmeg golden caster sugar egg vanilla extract maple syrup buttermilk icing sugar milk food colouring sprinkle writing icing
Easy,360,600,4,18,161,6,0.36,1,8,1,chickpea red onion garlic clove flat-leaf parsley cumin ground coriander harissa paste plain flour sunflower oil pitta bread salsa salad
Easy,2700,600,8,14,67,1,0.1,,,12,red cabbage bay leaf star anise ground cinnamon vegetable stock golden caster sugar cider vinegar apple
Easy,0,0,4,86,755,28,3.24,10,38,0,pasta sausage tomato oil parsley
Easy,4500,1200,0,12,352,41,0.8,2,8,7,olive oil squid onion garlic clove chilli flakes fennel seed bay leaf rosemary sugar red wine vinegar chopped tomato red wine coriander orange
More effort,600,1800,2,52,630,18,2.1,3,38,9,plain flour baking powder egg fish stock potato cabbage spring onion ginger soy sauce mirin squid vegetable oil ketchup brown sauce Worcestershire sauce soy sauce mirin honey mayonnaise dried bonito flakes seaweed spring onion
Easy,0,0,4,26,309,7,0.43,6,20,0,sweetcorn egg milk butter self-raising flour spring onion sunflower oil tomato olive oil bacon chilli sauce
Easy,1500,600,4,20,415,15,2.07,10,31,11,olive oil sausage onion garlic clove fennel seed grape red wine vinegar
Easy,1800,2400,4,44,448,15,0.4,4,21,8,cauliflower olive oil barley shallots garlic clove asparagus broad bean lemon parsley dill olive oil lemon Greek yogurt dill
Easy,0,1500,6,38,335,11,0.3,2,13,6,bulgur wheat mint parsley dill fennel bulb pomegranate seed broad bean pumpkin seed rocket lemon olive oil cider vinegar Dijon mustard
Easy,8100,3600,8,49,825,31,0.88,10,29,0,vegetable oil pork onion plain flour celery apricot lemon orange apple garlic clove thyme curry powder fennel seed red wine vegetable stock parsnip self-raising flour suet butter parsley lemon egg
Easy,300,600,0,12,110,6,0.61,1,4,1,baguette olive oil crabmeat red chilli coriander lime
Easy,1800,600,4,7,65,3,0.01,,2,5,leek olive oil coriander seed thyme bay leaf white wine garlic clove caster sugar green olive flat-leaf parsley
Easy,900,600,4,79,696,40,1.5,11,27,5,penne tuna pesto cheddar cherry tomato
More effort,3900,2400,12,20,408,11,0.6,16,31,4,spelt flour cold butter gruy̬re egg yolk sweet potato courgette aubergine lemon mascarpone egg pesto breadcrumbs gruy̬re thyme olive oil
Easy,300,1200,0,24,267,5,0.27,7,18,18,biscuit nut plain chocolate butter golden syrup
Easy,3000,900,4,51,735,22,1.9,23,47,10,olive oil red onion chorizo butternut squash chickpea spinach cr̬me frąche puff pastry egg
Easy,0,1200,10,19,262,8,1.29,5,18,3,onion butter button mushroom chestnut Ardennes p̢t̩ parsley thyme streaky bacon oatmeal egg
Easy,2100,1200,0,42,451,17,0.9,12,20,4,butter olive oil onion garlic clove risotto rice white wine chicken stock parmesan mozzarella cayenne pepper mascarpone
Easy,1200,600,0,12,75,3,0.2,1,2,3,self raising flour golden caster sugar cinnamon natural yogurt egg milk butter maple syrup
Easy,0,0,4,3,291,29,1.16,4,19,2,chilli sauce lime salmon fillet oil
Easy,300,900,0,1,33,5,0.1,0.2,1,1,ginger garlic clove honey soy sauce sesame oil lime sesame seeds chicken breast king prawns broccoli head cocktail skewers
Easy,2400,900,0,40,651,10,1,8,16,9,potatoes butter bacon lardons onion pear kale cheddar
Easy,1200,1800,4,11,233,8,3.06,10,18,7,tofu soy sauce lime chilli vegetable oil coconut milk courgette aubergine red pepper mushroom sugar snap pea basil brown sugar rice red chilli lemongrass shallot red pepper lime coriander ginger garlic clove pepper coriander
Easy,1800,600,6,19.1,114,1.6,0.16,2,4,17,butter onion brown sugar carrot parsley
Easy,2400,900,0,30,318,5,0.4,11,19,13,salted butter caramel golden caster sugar oats self-raising flour caramel salted butter pumpkin seed dried cranberries dark chocolate
Easy,0,3000,0,0.3,426,17.4,3.3,23.3,39.5,0.3,smoked salmon cream cheese double cream lemon dill chive oil toast
Easy,480,600,4,28,588,28,2.7,14,40,4,orzo oregano olive oil halloumi cherry tomato black olives pesto
Easy,1200,1500,0,5,81,2,0.2,3,6,2,beetroot Maris Piper potatoes olive oil smoked mackerel chives cr̬me frąche horseradish sauce lemon
Easy,600,3600,8,53,670,6,0.21,24,50,53,raspberry icing sugar nougat double cream almond pistachio
Easy,0,300,2,28,403,17,2.7,12,23,5,guacamole rye bread tomato halloumi cheese lime
Easy,900,600,0,9,57,1,0.09,1,2,3,butter demerara sugar golden syrup star anise plain flour bicarbonate of soda oil
Easy,120,1200,6,19,374,40,0.57,5,19,8,duck onion garlic clove thyme baby carrot chicken stock turnip
Easy,0,120,2,74,531,27,3.35,2,17,6,tofu soy sauce mange tout garlic clove ginger egg noodle sesame seed sesame oil
More effort,0,0,8,58,665,9,0.74,23,44,36,apricot brandy almond cocoa powder self-raising flour baking powder butter light muscovado sugar egg milk dark chocolate clear honey dark chocolate double cream brandy
Easy,12600,2400,6,24,390,28,3,7,20,0,ham onion carrot celery thyme bay leaf lentil butter onion carrot celery parsley
Easy,600,300,2,36,458,16,1.51,9,29,4,mature cheddar tortilla avocado cherry tomato red chilli coriander lime
Easy,1800,1500,0,23,191,2,0.28,3,11,16,dark chocolate plain flour cocoa powder bicarbonate of soda golden caster sugar light muscovado sugar coffee vanilla extract buttermilk egg mayonnaise
More effort,2700,1200,8,75,681,9,0.77,19,41,42,plum golden caster sugar ground cloves cornflour flour shortcrust pastry egg egg yolk caster sugar milk double cream vanilla pod
Easy,600,600,0,52,402,16,0.64,3,16,13,orange plain flour baking powder egg semi-skimmed milk ricotta sunflower oil pistachio
Easy,2400,0,4,47,721,23,2.86,14,50,1,couscous vegetable stock chickpea olive oil courgette tomato halloumi cheese olive oil lime juice garlic clove mint sugar
Easy,1500,600,6,24,269,4,0.35,8,18,0,parsnip butter cumin chilli powder nutmeg milk oil
Easy,2100,600,4,7,236,16,0.5,5,16,6,olive oil onion cherry tomato spinach basil leaf ricotta egg salad
Easy,7200,900,6,15,131,3,0.17,4,7,10,unsalted butter celeriac squash turnip butternut squash carrot parsnip
Easy,300,600,4,10,120,5,0.9,1,5,8,fine green beans spinach sesame seeds soy caster sugar white miso mirin gomashio
Easy,1800,0,4,,,,,,,0,fish olive oil cherry tomato black olive pine nut basil leaf
Easy,1800,600,0,31,232,3,0.32,7,12,22,butter golden caster sugar egg self-raising flour custard raspberry jam meringue icing sugar
More effort,6600,1800,2,50,914,29,1.4,35,65,6,baking potatoes olive oil whole milk butter grated nutmeg butter parsley plain flour lamb's liver sunflower oil pickled onion garlic cloves
Easy,600,600,4,34,780,40,1.4,17,52,4,pistachio coconut flake coconut rice coriander mint lime olive oil Korma paste lamb leg steak green chilli
Easy,0,300,2,9,102,1,0.01,,,9,orange juice champagne
Easy,1500,600,4,49,402,19,1.65,8,16,5,leek vegetable stock ham lasagne cr̬me frąche wholegrain mustard cheddar breadcrumb
Easy,14400,2700,6,32,200,8,0.2,2,4,8,butter milk rice nutmeg honey
Easy,300,300,4,8,80,2,0.1,1,4,3,chicory chicory radicchio olive oil balsamic vinegar
Easy,2400,900,4,46,528,21,2.11,8,30,12,olive oil aubergine mushroom red pepper passata lasagne spinach ricotta parmesan pine nut
More effort,1200,1500,0,6,211,35,1.43,1,5,1,tofu unsweetened soy milk miso paste Marmite onion powder garlic powder wheat gluten pea protein vegetable stock
Easy,0,0,6,1,153,12,2.17,2,11,0,avocado lemon smoked salmon tarragon cr̬me frąche caper bread
Easy,720,300,2,78,463,13,0.34,2,13,6,spaghetti olive oil garlic clove chilli cherry tomato caper parmesan
A challenge,8400,3600,15,31,377,21,1.3,6,17,5,pork shoulder pork belly chicken drumstick smoked streaky bacon mace ground nutmeg ground white pepper black pepper bay leaf thyme sprig parsley sage leaf lard plain flour egg chicken stock gelatine leaf granulated sugar dry sherry cranberry
More effort,600,1200,6,38,331,15,1.1,5,12,10,sunflower oil shallot lamb pink grapefruit cucumber red chilli mint coriander rice noodle ginger soy sauce rice wine vinegar brown sugar sesame oil
Easy,0,300,0,2,12,1,,,0.1,2,green whole leaf tea strawberry peach
More effort,1800,1200,6,51,564,5,0.5,21,39,38,butter caster sugar white flour egg double cream vanilla extract cocoa powder caster sugar
